Fideid,Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag
700070,Polgar_Judit,HUN,F,1976,GM,2675,2646,2736,wi
8602980,Hou_Yifan,CHN,F,1994,GM,2658,2621,2601,
5008123,Koneru_Humpy,IND,F,1987,GM,2586,2483,2483,
4147103,Goryachkina_Aleksandra,RUS,F,1998,GM,2582,2502,2441,
700088,Polgar_Susan,HUN,F,1969,GM,2577,,,wi
8600147,Xie_Jun,CHN,F,1970,GM,2574,,,wi
8603006,Ju_Wenjun,CHN,F,1991,GM,2560,2610,2536,
14109336,Lagno_Kateryna,RUS,F,1989,GM,2546,2521,2608,
14114550,Muzychuk_Mariya,UKR,F,1992,GM,2544,2506,2326,
12801259,Cmilyte_Viktorija,LTU,F,1983,GM,2538,2394,2435,wi
14111330,Muzychuk_Anna,UKR,F,1990,GM,2535,2533,2505,
13601903,Dzagnidze_Nana,GEO,F,1987,GM,2524,2447,2391,
5015197,Harika_Dronavalli,IND,F,1991,GM,2515,2450,2422,
8603642,Tan_Zhongyi,CHN,F,1991,GM,2510,2501,2510,
8605114,Lei_Tingjie,CHN,F,1997,GM,2505,2527,2530,
13600036,Chiburdanidze_Maia,GEO,F,1961,GM,2500,2432,2437,wi
13700090,Saduakassova_Dinara,KAZ,F,1996,IM,2500,2412,2378,
4198026,Kashlinskaya_Alina,RUS,F,1993,IM,2494,2384,2364,
12512214,Khademalsharieh_Sarasadat,IRI,F,1997,IM,2494,2393,2431,
8602727,Ruan_Lufei,CHN,F,1987,WGM,2491,,,wi
8601283,Zhao_Xue,CHN,F,1985,GM,2486,2442,2407,
8600430,Wang_Lei,CHN,F,1975,WGM,2484,,,wi
4134974,Kosintseva_Nadezhda,RUS,F,1985,GM,2483,2516,2519,wi
13703544,Abdumalik_Zhansaya,KAZ,F,2000,IM,2478,2462,2409,
13600079,Ioseliani_Nana,GEO,F,1962,IM,2475,,,wi
13601458,Javakhishvili_Lela,GEO,F,1984,IM,2475,2383,2332,
4133471,Kosintseva_Tatiana,RUS,F,1986,GM,2475,2496,2506,wi
4147855,Pogonina_Natalija,RUS,F,1985,WGM,2475,2499,2311,
4641833,Paehtz_Elisabeth,GER,F,1985,IM,2473,2369,2396,
4128125,Kosteniuk_Alexandra,RUS,F,1984,GM,2471,2517,2521,
4195752,Girya_Olga,RUS,F,1991,WGM,2469,2471,2297,
8600350,Qin_Kanying,CHN,F,1974,WGM,2466,,,wi
8600635,Xu_Yuhua,CHN,F,1976,GM,2465,,,wi
1700030,Cramling_Pia,SWE,F,1963,GM,2464,2396,2320,
2902257,Stefanova_Antoaneta,BUL,F,1979,GM,2462,2461,2485,
8608059,Zhu_Jiner,CHN,F,2002,WGM,2459,2326,2249,
13602640,Khotenashvili_Bela,GEO,F,1988,GM,2458,2413,2320,
13602993,Batsiashvili_Nino,GEO,F,1987,GM,2457,2425,2278,
24171760,Shuvalova_Polina,RUS,F,2001,WGM,2454,2379,2319,
4130189,Atalik_Ekaterina,TUR,F,1982,IM,2450,2419,2228,
700231,Polgar_Sofia,HUN,F,1974,IM,2450,,,wi
723916,Dembo_Yelena,GRE,F,1983,IM,2448,,,wi
4144228,Korbut_Ekaterina,RUS,F,1985,IM,2448,,,wi
13403729,Mammadzada_Gunay,AZE,F,2000,IM,2443,2280,2242,
4129725,Galliamova_Alisa,RUS,F,1972,IM,2438,2356,2412,wi
14101602,Osmak_Iulija,UKR,F,1998,IM,2438,2356,2242,
617822,Sebag_Marie,FRA,F,1986,GM,2438,2413,2482,
13903063,Bulmaga_Irina,ROU,F,1993,IM,2434,2351,2335,
8602689,Huang_Qian,CHN,F,1986,WGM,2433,2464,2311,
4167570,Gunina_Valentina,RUS,F,1989,GM,2431,2427,2476,
2012782,Krush_Irina,USA,F,1983,GM,2429,2392,2342,
13604040,Arabidze_Meri,GEO,F,1994,IM,2428,2434,2432,
4900758,Munguntuul_Batkhuyag,MGL,F,1987,IM,2428,2364,2285,
1106619,Socko_Monika,POL,F,1978,GM,2428,2321,2289,
13509926,Badelka_Olga,BLR,F,2002,IM,2427,2246,2197,
8604070,Wang_Jue,CHN,F,1995,WGM,2426,2421,2378,
8600546,Zhu_Chen,QAT,F,1976,GM,2423,2404,2378,wi
8602972,Ding_Yixin,CHN,F,1991,WGM,2422,2349,2313,
13601377,Matnadze_Ana,ESP,F,1983,IM,2421,2361,2438,
2090732,Yip_Carissa,USA,F,2003,IM,2421,,1708,
14102463,Alexandrova_Olga,ESP,F,1978,IM,2420,2406,2408,
14101572,Zatonskih_Anna,USA,F,1978,IM,2420,2327,2331,
1122320,Zawadzka_Jolanta,POL,F,1987,WGM,2419,2313,2257,
8604002,Guo_Qi,CHN,F,1995,IM,2418,2446,2338,
13900145,Skripchenko_Almira,FRA,F,1976,IM,2418,2227,2298,
14110911,Ushenina_Anna,UKR,F,1985,GM,2416,2376,2387,
639370,Guichard_Pauline,FRA,F,1988,IM,2415,2284,2270,
403512,Hunt_HarrietV,ENG,F,1978,IM,2414,2391,,wi
7101937,Sukandar_IrineKharisma,INA,F,1992,IM,2413,2381,2313,
4181751,Bodnaruk_Anastasia,RUS,F,1992,IM,2411,2308,2415,
1122681,Cyfka_Karina,POL,F,1987,IM,2411,2330,2304,
14123622,Buksa_Nataliya,UKR,F,1996,IM,2410,2213,2214,
13300210,Danielian_Elina,ARM,F,1978,GM,2407,2358,2289,
12400149,Hoang_ThanhTrang,HUN,F,1980,GM,2407,2338,2364,
2005956,Levitina_Irina,USA,F,1954,WGM,2405,,,wi
308498,Jackova_Jana,CZE,F,1982,IM,2402,,,wi
13308130,Sargsyan_AnnaM.,ARM,F,2001,WGM,2402,2304,2263,
623725,Milliet_Sophie,FRA,F,1983,IM,2401,2381,2296,
8603162,Shen_Yang,CHN,F,1989,IM,2401,2383,2331,
12802859,Daulyte-Cornette_Deimante,LTU,F,1989,IM,2400,2362,2285,
14101181,Gaponenko_Inna,UKR,F,1976,IM,2396,2375,2326,
1108166,Rajlich_Iweta,POL,F,1981,IM,2394,2381,,wi
5091756,VaishaliR,IND,F,2001,WGM,2393,2149,2313,
1201930,Peptan_Corina-Isabela,ROU,F,1978,IM,2392,2355,2293,
5007844,Tania_Sachdev,IND,F,1986,IM,2392,2339,2280,
5019516,KulkarniBhakti,IND,F,1992,IM,2391,2325,2224,
4264312,Tsolakidou_Stavroula,GRE,F,2000,IM,2391,2305,2343,
8608466,Ni_Shiqun,CHN,F,1997,WGM,2389,2377,2186,
14109956,Zdebskaja_Natalia,UKR,F,1986,WGM,2389,,,wi
3801934,CoriT._Deysi,PER,F,1993,WGM,2388,2340,2391,
13300601,Mkrtchian_Lilit,ARM,F,1982,IM,2388,2306,2319,
904180,Maric_Alisa,SRB,F,1970,IM,2387,,,wi
8600406,Wang_Pin,CHN,F,1974,WGM,2387,,,wi
4100123,Bivol_Alina,RUS,F,1996,WGM,2386,2248,2219,
4116704,Kovalevskaya_Ekaterina,RUS,F,1974,IM,2384,2282,2177,
2053900,Wang_Annie,USA,F,2002,IM,2384,,2037,
13602888,Guramishvili_Sopiko,NED,F,1991,IM,2383,2328,2321,
4900782,Nomin-Erdene_Davaademberel,MGL,F,2000,IM,2383,2235,2188,
13403508,Mammadova_Gulnar,AZE,F,1991,IM,2382,2400,2328,
405094,Houska_Jovanka,ENG,F,1980,IM,2381,2317,2345,
4120876,Turova_Irina,RUS,F,1979,IM,2381,2348,2388,
13600168,Arakhamia-Grant_Ketevan,SCO,F,1968,GM,2380,2282,2177,
4119827,Matveeva_Svetlana,RUS,F,1969,IM,2380,2338,2231,
2219026,VegaGutierrez_Sabrina,ESP,F,1987,IM,2380,2243,2248,
13708694,Assaubayeva_Bibisara,KAZ,F,2004,FM,2378,2321,2232,
4149351,Guseva_Marina,RUS,F,1986,IM,2378,2252,2259,
14203626,Tokhirjonova_Gulrukhbegim,UZB,F,1999,WGM,2378,2330,2236,
4132190,Zimina_Olga,ITA,F,1982,IM,2378,2327,2229,
13406396,Balajayeva_Khanim,AZE,F,2001,WGM,2376,2093,2119,
13603620,Paikidze_Nazi,USA,F,1993,IM,2374,2402,2314,wi
14104652,Gritsayeva_Oksana,RUS,F,1980,WFM,2373,2173,2107,
13505211,Ziaziulkina_Nastassia,BLR,F,1995,IM,2373,2299,2271,wi
4131827,Ovod_Evgenija,RUS,F,1982,IM,2372,2235,2092,
2915138,Salimova_Nurgyul,BUL,F,2003,IM,2372,2085,1973,
4166299,Ambartsumova_Karina,RUS,F,1989,IM,2371,2328,2262,
717444,Gara_Ticia,HUN,F,1984,WGM,2371,2274,2340,
13602446,Melia_Salome,GEO,F,1987,IM,2370,2271,2211,
5029295,Padmini_Rout,IND,F,1994,IM,2370,2355,2196,
3506940,OrdazValdes_LisandraTeresa,CUB,F,1988,IM,2369,2290,2301,
822590,Brunello_Marina,ITA,F,1994,IM,2368,2316,2328,
12401226,Pham_LeThaoNguyen,VIE,F,1987,IM,2366,2377,2325,
8600201,Zhai_Mo,CHN,F,1996,WGM,2366,2351,2342,
5050847,Nandhidhaa_PV,IND,F,1996,WGM,2365,2131,1989,
908550,Bojkovic_Natasa,SRB,F,1971,IM,2363,,,
13603434,Tsatsalashvili_Keti,GEO,F,1992,WGM,2363,2191,2246,
6302920,YildizKadioglu_BetulCemre,TUR,F,1989,WGM,2362,2365,2253,
7101570,Aulia_MedinaWarda,INA,F,1997,IM,2360,2344,2199,wi
14101610,Vasilevich_Tatjana,UKR,F,1977,IM,2360,2193,2146,wi
3600270,FierroBaquero_MarthaL.,ECU,F,1977,IM,2359,2304,2214,wi
13301918,Abrahamyan_Tatev,USA,F,1988,WGM,2358,,2352,
1004786,Peng_Zhaoqin,NED,F,1968,GM,2358,,2133,
34127035,Garifullina_Leya,RUS,F,2004,WGM,2357,2236,2259,
4900839,Batchimeg_Tuvshintugs,MGL,F,1986,IM,2356,2311,2295,wi
4180917,Charochkina_Daria,RUS,F,1990,IM,2356,2275,2332,
705136,Medvegy_NoraDr.,HUN,F,1977,IM,2355,,,wi
24157570,Dordzhieva_Dinara,RUS,F,1999,WIM,2354,2345,2273,
5013623,Gomes_MaryAnn,IND,F,1989,WGM,2354,2305,2106,
14102358,Kononenko_Tatiana,UKR,F,1978,IM,2353,2314,,wi
4162340,Tomilova_Elena,RUS,F,1986,WGM,2353,2173,2124,
4104897,Zaitseva_LudmilaG.,RUS,F,1956,WGM,2352,,,wi
5016193,Soumya_Swaminathan,IND,F,1989,IM,2351,2249,2115,
1106686,Michna_Marta,GER,F,1978,WGM,2350,2292,2377,
3202232,Nutu-Gajic_Daniela,AUS,F,1957,WGM,2350,,,wi
3526216,HernandezGil_Ineymig,CUB,F,2004,WFM,2348,,2017,
723894,LazarneVajda_Szidonia,HUN,F,1979,IM,2348,2239,2347,
928682,Stojanovic_Andjelija,SRB,F,1987,WGM,2348,2263,2293,
109878,Lujan_Carolina,ARG,F,1985,IM,2346,2375,2294,
1003259,Schuurman_Petra,NED,F,1968,FM,2346,,,wi
4699360,Stock_Lara,CRO,F,1992,WGM,2346,,,wi
709751,Gara_Anita,HUN,F,1983,IM,2345,2279,2244,
5012600,Karavade_Eesha,IND,F,1987,IM,2345,2344,2258,
1101315,Brustman_Agnieszka,POL,F,1962,WGM,2344,2347,2279,wi
12401838,Vo_ThiKimPhung,VIE,F,1993,WGM,2344,2208,2291,
4164083,Kovanova_Baira,RUS,F,1987,WGM,2343,2315,2187,
4182146,Voit_Daria,RUS,F,1994,WGM,2343,2361,2356,
13600230,Alexandria_Nana,GEO,F,1949,WGM,2342,,,wi
13600656,Lomineishvili_Maia,GEO,F,1977,IM,2342,2347,2348,wi
4139690,Movsesian_Julia,SVK,F,1981,WGM,2342,2271,2354,
13602055,Khukhashvili_Sopiko,GEO,F,1985,IM,2339,2309,2282,
750930,Marjanovic_Annamaria,HUN,F,2001,WGM,2338,2251,2156,
739049,Papp_Petra,HUN,F,1993,WGM,2338,2239,2259,
14110571,Vozovic_Oksana,UKR,F,1985,WGM,2338,,2294,wi
1119990,Zawadzka_Beata,POL,F,1986,WGM,2338,2242,,wi
1131044,Kulon_Klaudia,POL,F,1992,IM,2336,2239,2272,
4159209,Malysheva_Polina,RUS,F,1988,WIM,2336,,,wi
14102145,Melamed_Tatjana,GER,F,1974,WGM,2336,2352,2363,
4139518,Zaiatz_Elena,RUS,F,1969,IM,2336,2258,2342,wi
704458,Grabics_Monika,HUN,F,1976,WGM,2335,,,wi
24606812,Papp_Sarah,GER,F,1988,WGM,2334,2361,2325,
8602425,Gong_Qianyun,SGP,F,1985,WGM,2333,2322,2257,
4196872,Savina_Anastasia,RUS,F,1992,IM,2333,2220,2229,
14100126,Shvayger_Yuliya,ISR,F,1994,IM,2332,2260,2223,
5004098,Vijayalakshmi_Subbaraman,IND,F,1979,IM,2332,2262,2252,
322750,Nemcova_Katerina,USA,F,1990,WGM,2331,2276,2361,wi
4137582,Ubiennykh_Ekaterina,RUS,F,1983,WIM,2331,2310,2322,wi
6302599,Ozturk_Kubra,TUR,F,1991,WGM,2330,2293,2384,
32084030,GarciaMartin_Marta,ESP,F,2000,IM,2328,2097,2177,
8605912,Li_Xueyi,CHN,F,1993,WGM,2328,2171,2091,
13704788,Nakhbayeva_Guliskhan,KAZ,F,1991,IM,2328,2270,2185,
5000629,Pratyusha_Bodda,IND,F,1997,WIM,2328,2094,2142,
14101513,Zhukova_Natalia,UKR,F,1979,GM,2328,2312,2369,
14111390,Hryhorenko_Nataliya,UKR,F,1986,WIM,2327,,,wi
8614750,Ning_Kaiyu,CHN,F,2004,WIM,2327,1884,2013,
4000510,Berend_Elvira,LUX,F,1965,WGM,2326,2326,2340,
14100380,Litynska_Marta,UKR,F,1949,WGM,2326,,,wi
8602140,Wang_Xuan,CHN,F,1986,,2326,,,wi
1118080,Worek_Joanna,CZE,F,1986,WGM,2326,2307,2157,
24165956,Chernyak_Viktoria,RUS,F,1997,WGM,2325,2232,2200,
1121979,Majdan_Joanna,POL,F,1988,WGM,2325,2217,2249,
722855,Rudolf_Anna,HUN,F,1987,IM,2325,,,wi
404683,Sachs_Gulnara,ENG,F,1963,WIM,2325,,,wi
4108370,Shumiakina_Tatiana,RUS,F,1965,WGM,2325,,,wi
14109395,Struchkova_Svetlana,UKR,F,1963,WGM,2325,,,wi
14137054,Berdnyk_Mariia,UKR,F,2003,FM,2324,2169,2054,
4623614,Kachiani-Gersinska_Ketino,GER,F,1971,IM,2324,2308,,
1159569,Antolak_Julia,POL,F,2000,WIM,2323,2130,2040,
8600643,Li_Ruofan,CHN,F,1978,IM,2323,2363,2263,
1107445,Dworakowska_Joanna,POL,F,1978,IM,2322,2237,2228,wi
700550,Madl_Ildiko,HUN,F,1969,IM,2322,,,
12502014,Pourkashiyan_Atousa,IRI,F,1988,WGM,2322,2290,2285,
2011905,Shahade_Jennifer,USA,F,1980,WGM,2322,,2294,wi
2907763,Videnova_Iva,BUL,F,1987,IM,2322,2319,2248,wi
1194763,Waszczuk_Patrycja,POL,F,2003,WFM,2321,1962,1669,
4671660,Schleining_Zoya,GER,F,1961,IM,2320,2340,,
4119118,Shadrina_Tatiana,RUS,F,1974,WGM,2320,2349,2340,wi
13702971,Dauletova_Gulmira,KAZ,F,1988,WGM,2319,2184,2205,
2810964,Efroimski_Marsel,ISR,F,1995,WGM,2319,2163,2215,
4148827,Karnaukhova_Elmira,RUS,F,1985,WGM,2319,,2290,wi
13603191,Khomeriki_Nino,GEO,F,1998,WGM,2319,2342,2210,
936286,Rakic_Marija,SRB,F,1990,WIM,2319,2272,2263,wi
1017292,Haast_Anne,NED,F,1993,WGM,2318,,2320,
12528897,Alinasab_Mobina,IRI,F,2000,WIM,2317,2143,2061,
1150677,Sliwicka_Alicja,POL,F,2001,WIM,2317,2059,2181,
8601089,Xu_Yuanyuan,CHN,F,1981,WGM,2317,2294,2281,
4105621,Demina_Julia,RUS,F,1969,WGM,2316,2288,,wi
13702122,Duisenova_Madina,KAZ,F,1983,WGM,2315,2323,,wi
4106121,Idelchik_LiubovM,RUS,F,,,2315,,,wi
14609215,Unuk_Laura,SLO,F,1999,WGM,2315,2187,2176,
2078341,Yu_Jennifer,USA,F,2002,FM,2315,1862,1920,
4680790,Graf_Rena,GER,F,1966,WGM,2314,,,wi
13400045,Kadimova_Ilaha,AZE,F,1975,WGM,2314,2304,,wi
12956830,Schulze_Lara,GER,F,2002,FM,2314,2125,2142,
4180640,Vasilkova_Svetlana,RUS,F,1988,WIM,2314,,,wi
4500512,Narva_Mai,EST,F,1999,WIM,2313,2213,2220,
13400010,Sofieva_Ainur,AZE,F,1970,WGM,2313,,,wi
3520498,CervantesLandeiro_Thalia,USA,F,2002,FM,2311,1936,2021,
1201590,Cosma_Elena-Luminita,ROU,F,1972,WGM,2311,2244,2079,
2000784,Akhsharumova_Anna,USA,F,1957,WGM,2310,2287,,wi
3508072,ForgasMoreno_Yaniela,CUB,F,1992,WIM,2310,2189,2108,
8601747,Liu_Bairu,CHN,F,1982,,2310,,,wi
13402005,Mamedjarova_Turkan,AZE,F,1989,WGM,2309,2243,2263,
13601440,Gvetadze_Sofio,GEO,F,1983,IM,2308,2215,2289,
4682920,Klink_Tamara,GER,F,1967,WGM,2308,,,wi
13602373,Tsadzikidze_Natia,GEO,F,1983,WIM,2308,,,wi
13600788,Edzgveradze_Natalia,GEO,F,1975,WGM,2307,,,wi
8603219,Zhang_Xiaowen,CHN,F,1989,WGM,2307,2348,2265,
24173770,Goltseva_Ekaterina,RUS,F,2002,FM,2306,2219,2225,
13600389,Janjghava_Natia,GEO,F,1972,WIM,2306,2205,2118,wi
1033662,Ratsma_Rosa,NED,F,1996,WIM,2306,,2241,
13602470,Tsereteli_Tamar,GEO,F,1985,WGM,2306,,2312,wi
35006916,DivyaDeshmukh,IND,F,2005,WIM,2305,1775,2239,
24153648,Obolentseva_Alexandra,RUS,F,2001,WGM,2305,2213,2113,
4106970,Stepovaia_Tatiana,RUS,F,1965,WGM,2305,,,wi
304050,Krupkova_Petra,CZE,F,1976,WGM,2303,,,wi
937266,Rapport_Jovana,SRB,F,1992,WGM,2303,2314,2218,
2204185,CalzettaRuiz_Monica,ESP,F,1972,WGM,2302,2103,2121,
3524531,HernandezMachado_PatriciaM.,CUB,F,2003,WFM,2302,2011,1940,
3503151,PinaVega_Sulennis,CUB,F,1981,WGM,2302,,2315,wi
2915405,Radeva_Viktoria,BUL,F,2001,WIM,2302,2052,1906,
13403052,Fataliyeva_Ulviyya,AZE,F,1996,WGM,2301,2310,2240,
34106615,Solozhenkina_Elizaveta,RUS,F,2003,WIM,2301,2232,2200,
8606161,Xiao_Yiyi,CHN,F,1996,WGM,2301,2202,2205,
12505951,Hejazipour_Mitra,IRI,F,1993,WGM,2300,2237,2239,
14900440,Repkova_Eva,SVK,F,1975,IM,2300,2358,2285,
1213261,Werle_Iozefina,NED,F,1989,WGM,2300,2261,2255,
4630610,Borulya_EkaterinaUriivna,GER,F,1969,WGM,2299,,,wi
4127714,Ryjanova_Julia,AUS,F,1974,WGM,2299,2259,2232,
812153,Sedina_Elena,ITA,F,1968,IM,2299,2264,2260,
13701282,Zigangirova_Sofya,KAZ,F,1983,WIM,2299,,2121,wi
13301926,Andriasyan_Siranush,ARM,F,1986,WIM,2298,2195,2145,
24142654,Belenkaya_Dina,RUS,F,1993,WGM,2297,2135,2247,
1114581,Matras-Clement_Agnieszka,CAN,F,1982,WIM,2297,2238,2224,
11601876,Rogule_Laura,LAT,F,1988,WGM,2297,2285,2129,
8610835,Yao_Lan,CHN,F,2000,WIM,2297,,2027,
13501542,Azarova_Nadezhda,BLR,F,1983,WIM,2296,,,wi
24670057,Klek_HannaMarie,GER,F,1995,WGM,2296,,2255,
2922029,Krasteva_Beloslava,BUL,F,2004,FM,2296,1605,1459,
24174220,Shafigullina_Zarina,RUS,F,2001,WFM,2296,2186,2128,
14902052,TheisslPokorna_Regina,AUT,F,1982,WGM,2296,2285,2267,
13600222,Gurieli_Nino,GEO,F,1961,IM,2295,2253,2266,wi
13601040,Tammert_Iamze,GER,F,1971,WIM,2295,,,
4193172,Timofeeva_Ekaterina,RUS,F,1989,WIM,2295,2315,,wi
12800619,Ciuksyte_Dagne,ENG,F,1977,IM,2294,,2288,
8601097,Wang_YuA.,CHN,F,1982,IM,2294,2233,2291,
24633569,Osmanodja_Filiz,GER,F,1996,WGM,2293,2154,2320,
938238,Eric_Jovana,SRB,F,1992,WGM,2292,2199,2233,
13701037,Sergeyeva_Mariya,KAZ,F,1983,WGM,2291,,2323,
4611870,Keller-Hermann_Edith,GER,F,1921,WGM,2290,,,wi
4123662,Lopatskaya_ElenaV.,RUS,F,1976,WIM,2290,,,wi
14103885,Shved_Irina,UKR,F,1970,WIM,2290,,,wi
8614300,Song_Yuxin,CHN,F,2005,WIM,2290,2092,2192,
24119300,Styazhkina_Anna,RUS,F,1997,WIM,2289,2178,2212,
1119907,Toma_Katarzyna,ENG,F,1985,WGM,2289,2202,2210,
12401102,Hoang_ThiBaoTram,VIE,F,1987,WGM,2288,2322,2280,
4109040,Mikhaylova_Irina,RUS,F,1963,WGM,2288,2260,1985,wi
4129903,Sudakova_Irina,RUS,F,1982,WGM,2288,2201,2235,wi
4900227,Uuriintuya_Uurtsaikh,MGL,F,1998,WGM,2288,1995,1966,wi
4902785,Altantuya_Boldbaatar,MGL,F,2005,WFM,2287,1735,1877,
4176715,Drogovoz_Irina,RUS,F,1999,WIM,2287,2256,2163,wi
1210246,L'Ami_Alina,ROU,F,1985,IM,2287,2345,2249,
4690745,Lubbe_Melanie,GER,F,1990,WGM,2287,,2263,
932400,Injac_Teodora,SRB,F,2000,WIM,2286,2179,2316,
320242,Olsarova_Karolina,CZE,F,1993,WGM,2286,2173,2176,
25050389,VantikaAgrawal,IND,F,2002,WIM,2286,1729,1820,
4140370,Chistiakova_Tamara,RUS,F,1986,WFM,2285,2215,2245,wi
13301314,Galojan_Lilit,ARM,F,1983,IM,2285,2282,2275,wi
14900866,Hagarova_Zuzana,SVK,F,1977,IM,2285,2305,,
4108493,Kharkova_Elena,RUS,F,,WIM,2285,,,wi
12400300,Nguyen_ThiThanhAn,VIE,F,1976,WGM,2285,2220,2119,
1708830,Agrest_Inna,SWE,F,1991,WIM,2284,2155,2095,
13600508,Darchia_Diana,GEO,F,1977,WGM,2284,2278,,wi
2806819,Gesser_Bella,ISR,F,1985,WGM,2284,,,wi
675946,Navrotescu_Andreea-Cristiana,FRA,F,1996,WIM,2284,2220,2210,
34124184,Borisova_Ekaterina,RUS,F,2000,FM,2283,2119,2102,
24125148,Semenova_Elena,RUS,F,1992,WIM,2283,2117,2105,
12900460,Heinemann_Josefine,GER,F,1998,WGM,2281,2177,2219,
3506487,LlaudyPupo_Lisandra,CUB,F,1988,WIM,2281,,2243,
14117665,Malakhova_Elizaveta,UKR,F,1993,WGM,2281,2222,2142,wi
13402137,Umudova_Nargiz,AZE,F,1989,WGM,2281,2157,2171,
4106431,Korkina_Svetlana,RUS,F,1971,WIM,2280,,,wi
4616057,Manakov_Marina,GER,F,1969,WIM,2280,,,wi
2054000,Nguyen_Emily,USA,F,2002,WIM,2280,,1748,
4107268,Sammula_Martinovna,RUS,F,,,2280,,,wi
4157087,Bronnikova_Elizaveta,RUS,F,1985,WIM,2279,2174,2147,wi
949086,Gajcin_Marina,SRB,F,2001,WIM,2279,2102,2186,
13402625,Khalafova_Narmin,AZE,F,1994,WGM,2279,2031,2109,wi
11601124,Reizniece-Ozola_Dana,LAT,F,1981,WGM,2279,2204,2232,
1130790,Warakomska_Anna,POL,F,1992,WGM,2279,2108,2062,
13601105,Goletiani_Rusudan,USA,F,1980,IM,2278,,,wi
4185641,Ivakhinova_Inna,RUS,F,1989,WGM,2278,2349,2307,wi
4901878,Munkhzul_Turmunkh,MGL,F,2002,WIM,2278,2044,2235,
4110943,Smirnova_Ekaterina,RUS,F,1996,WIM,2278,2106,2072,
4608682,Trabert_Bettina,GER,F,1969,WGM,2278,,,wi
4145933,Zhuravleva_Olga,RUS,F,1984,WIM,2278,2176,2119,wi
14200686,Koepke_Elena,GER,F,1984,WGM,2277,2264,2283,
309672,Petrova_Kristyna,CZE,F,1992,WIM,2277,2244,2162,
13601431,Charkhalashvili_Inga,GEO,F,1983,WGM,2276,2332,2219,
1331973,Georgescu_Lena,SUI,F,1999,WIM,2276,2121,2256,
13500295,Popova_Natalija,BLR,F,1976,WIM,2276,2171,2098,wi
13503189,Sharevich_Anna,USA,F,1985,WGM,2276,2245,2261,wi
35006665,SharmaIsha,IND,F,2000,WIM,2276,1799,1834,
14102692,Borzenkova_Irina,UKR,F,1976,,2275,,,wi
2801590,Gershnik_Anna,USA,F,1975,WGM,2275,,,wi
2802015,Klinova_Masha,ISR,F,1968,IM,2275,2301,2274,
24173606,Afonasieva_Anna,RUS,F,2001,WIM,2274,2168,2086,
13401521,Mamedjarova_Zeinab,AZE,F,1983,WGM,2274,2198,2250,
14201526,Muminova_Nafisa,UZB,F,1990,WGM,2274,2325,2258,wi
2916711,Peycheva_Gergana,BUL,F,2003,FM,2274,2035,1850,
13602659,Purtseladze_Maka,GEO,F,1988,IM,2274,2229,2178,wi
8600520,Lu_Xiaosha,CHN,F,1973,WIM,2273,,,wi
2921103,Mehmed_Elif,BUL,F,2004,WFM,2273,1868,1687,
1208063,Calotescu_Ana-Cristina,ROU,F,1983,WGM,2272,,,wi
24174041,Maltsevskaya_Aleksandra,RUS,F,2002,WGM,2272,2356,2295,
2902265,Alexieva_Silvia,FRA,F,1974,IM,2271,2286,2315,
4130510,Dorofeeva_Anna,RUS,F,1979,WIM,2271,,,wi
34166146,Getman_Tatyana,RUS,F,2003,WFM,2271,2177,2091,
24130010,Kozhakina_AlenaV.,RUS,F,1992,WFM,2271,,,wi
4163117,Kucherova_Lija,RUS,F,1986,WGM,2271,,,wi
44157797,Nasyrova_Ekaterina,RUS,F,2005,WFM,2271,2047,2097,
12500330,Derakhshani_Dorsa,USA,F,1998,IM,2270,2029,2111,
13600125,Gaprindashvili_Nona,GEO,F,1941,GM,2270,2199,2105,
4617339,Juergens_Vera,GER,F,1969,WGM,2270,,,wi
24145084,Maletina_Tatiana,RUS,F,1994,WIM,2270,2222,2227,
8600376,Ning_Chunhong,CHN,F,1968,WGM,2270,,,wi
2200465,ParesVives_Natalia,ESP,F,1955,FM,2270,,,wi
14126869,Potapova_Margarita,RUS,F,2000,WIM,2270,2184,2235,
12924997,Schneider_Jana,GER,F,2002,FM,2270,2138,2028,
708780,Terbe_Julianna,HUN,F,1997,WIM,2270,2237,2098,
13603108,Mikadze_Miranda,GEO,F,1989,WGM,2269,2230,2244,
13600737,Tqeshelashvili_Sopio,GEO,F,1979,WGM,2269,1966,1798,wi
13300695,Vaganian_Irina,ARM,F,1963,WIM,2269,,,wi
34188859,Yakimova_Mariya,RUS,F,2005,WFM,2269,2068,2049,
14107449,Dornbusch_Tatiana,MNC,F,1982,WGM,2268,2248,2206,
14121093,Prudnykova_Olga,UKR,F,1994,WIM,2268,2200,2162,wi
1204327,Sandu_Mihaela,ROU,F,1977,WGM,2268,2185,2169,
4239873,Avramidou_Anastasia,GRE,F,2000,FM,2267,2052,2183,
13400037,Babayeva_Fanara,AZE,F,1972,WFM,2267,,,wi
8603995,Gu_Tianlu,CHN,F,1997,WIM,2267,2155,2136,
8608709,Ren_Xiaoyi,CHN,F,1996,WIM,2267,2254,2189,
14107503,Rohonyan_Katerina,USA,F,1984,WGM,2267,,2321,wi
12506540,Hakimifard_Ghazal,SUI,F,1994,WGM,2265,2188,2189,
11600438,Klovane_Astra,LAT,F,1944,,2265,,,wi
14204487,Yakubbaeva_Nilufar,UZB,F,2000,WIM,2265,1703,1706,
