Fideid,Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag
2217520,SalesMontealegre_Raquel,ESP,F,1982,,2078,,,wi
4110382,Shustaeva_Natalia,RUS,F,1955,WFM,2078,,,wi
34127760,Smagina_Sofya,RUS,F,2003,,2078,1973,1825,wi
4123441,Trofimova_Antonina,RUS,F,1979,WIM,2078,1968,2102,
54113075,Zhurova_Anna,RUS,F,2005,,2078,1881,1930,
13701045,Batyrbekova_Aiger,KAZ,F,1976,,2077,,2032,wi
3505294,CuetoRodriguez_Janed,CUB,F,1983,WFM,2077,,,wi
1701711,Dalmau_Anneli,SWE,F,1966,,2077,,,wi
4121600,Gileva_Irina,RUS,F,1971,WFM,2077,2029,1960,wi
14102633,Khramtsova_O.,UKR,F,,,2077,,,wi
8600457,Liu_Xin,CHN,F,1967,,2077,,,wi
5202256,Quizon_Loreshyl,PHI,F,,,2077,,,wi
2281201,RodrigoYanguas_Maria,ESP,F,1990,WFM,2077,1962,2009,
620416,Roumegous_Marina,FRA,F,1964,WIM,2077,2105,2059,
13301705,Sahakyan_Alla,ARM,F,1984,,2077,,,wi
54178010,Smirnova_ElenaI.,RUS,F,1956,,2077,2259,2291,wi
1205722,Sofronie_Claudia-Ramona,ROU,F,1980,WFM,2077,,,wi
4612590,Sommaro_Katja,GER,F,1966,,2077,,,
7116187,AlyaSekarK,INA,F,2001,,2076,,,wi
13702114,Ankudinova_Yelena,KAZ,F,1962,WGM,2076,1989,1946,
2401428,Bamber_Elaine,SCO,F,1983,WFM,2076,,2089,wi
13504541,Bardina_Olga,BLR,F,1983,,2076,,,wi
3520374,DiazDelValle_LauraBeatriz,CUB,F,2000,WFM,2076,2049,1894,
2201755,GallegoEraso_Julia,ESP,F,1964,WFM,2076,,,wi
7901798,Latreche_Sabrina,ALG,F,1993,WIM,2076,1940,1987,
24117870,Makhlaenko_Ekaterina,RUS,F,1991,WFM,2076,2084,,wi
4179889,Marinina_Tatiana,RUS,F,1989,WFM,2076,2067,2033,wi
604674,Moingt_Anne,FRA,F,1974,WIM,2076,2121,,
6346022,Okuyaz_Duru,TUR,F,2002,WFM,2076,1825,1938,
1163116,Parol_Pola,POL,F,2000,WFM,2076,1929,1823,
4196520,Smirnova_Anastasia,RUS,F,1990,WFM,2076,1941,1785,wi
13003011,ThandarZinWin,MYA,F,1992,,2076,,,wi
14110563,Vovk_Anastasiia,UKR,F,1985,WGM,2076,2094,1961,wi
1028154,Warmelink_Evie,NED,F,1994,,2076,,,wi
4110390,Abroshina_I,RUS,F,,,2075,,,wi
4130502,Anisheva_Varvara,RUS,F,1972,WFM,2075,,,
11600810,Bedrina_Irina,LAT,F,1974,WFM,2075,,,wi
1601636,Brauchart_Alica,AUT,F,1965,,2075,,,wi
4667387,Fliter_Irena,GER,F,1984,,2075,,,wi
4154045,Frolova_Tatiana,RUS,F,1979,,2075,,,wi
709182,Gal_Mariann,HUN,F,1971,,2075,,,wi
4120370,Grunina_Elena,RUS,F,1970,,2075,2008,1896,wi
14901404,Hankova_Jana,SVK,F,1963,,2075,,,wi
5018200,Iswarya_ShobanaL.,IND,F,1988,,2075,,,wi
114154,Jurich_Florencia,ARG,F,1992,WFM,2075,,,wi
933171,Kovacevic_Radmila,SRB,F,1983,WFM,2075,2094,2128,
14600951,Krmelj_Natasa,SLO,F,1972,,2075,,,wi
1104691,Kurlenda_Alicja,POL,F,1969,,2075,,,wi
4400526,Leyva_Teresa,COL,F,1965,,2075,,,wi
2902508,Marinova_Elka,BUL,F,1969,,2075,,,wi
4654978,Micheel_Astrid,GER,F,1969,,2075,,,wi
910627,Milicevic_Olivera,SRB,F,1970,WFM,2075,,,wi
3524299,MunizGuevara_AmandaMaria,CUB,F,2002,WFM,2075,1949,2025,
12401730,Pham_ThiNgocTu,VIE,F,1988,,2075,,,wi
910953,Rakic-Serianc_Brigita,SRB,F,1945,,2075,,,wi
14100894,Rosenfeld_Tatjana,GER,F,1967,,2075,,,wi
4185145,Samusenko_Ramziya,RUS,F,1959,WFM,2075,2084,1959,wi
3900916,SanchezGonzalez_EfririsMargarita,VEN,F,1979,WCM,2075,,2001,wi
5202744,Secopito_Catherine,PHI,F,1985,WIM,2075,2055,2115,
4504640,Sinitsina_Anastassia,EST,F,2004,WFM,2075,2110,2049,
3200507,Slavotinek_Anne,AUS,F,1963,WIM,2075,,,wi
306797,Stankova_Zuzana,CZE,F,1977,,2075,,,wi
4608747,Titscher_Sonja,GER,F,1969,,2075,,,wi
4110420,Tje_R,RUS,F,,,2075,,,wi
1901575,Vieira_Fatima,POR,F,1969,,2075,,,wi
910970,Vujanovic_Tatjana,SRB,F,1948,,2075,,,wi
8605262,Wang_Shanshan,CHN,F,1984,,2075,,1922,
402648,Whitehead_ClareE,ENG,F,1962,,2075,,,wi
3200531,Wright_JosieH.,AUS,F,,,2075,,,wi
1210718,Ciubara_Vladlena,ROU,F,1985,WFM,2074,,2058,wi
3601684,CorderoValdez_Viviana,ECU,F,1980,,2074,,,wi
708089,Decsey_Katalin,HUN,F,1981,,2074,,,wi
4608690,Derlich_Karin,GER,F,1967,WFM,2074,,,wi
36067474,Djidjeli_Sarah,FRA,F,2003,,2074,1981,1990,
721450,Fekete_Ildiko,HUN,F,1981,,2074,,,wi
13300652,Gasparian_Mariana,ARM,F,1981,,2074,,,wi
1123920,Hermanowicz_Dominika,POL,F,1987,,2074,1930,1756,wi
5100992,HernandezGuerrero_Yadira,MEX,F,1971,WIM,2074,,,wi
2602121,Khoudgarian_Natalia,CAN,F,1973,WIM,2074,2052,,wi
14902028,Petrovicova_Elena,SVK,F,1973,,2074,,,wi
4632621,Prescha_Kristiane,GER,F,1967,WFM,2074,,,wi
5004373,Ramaswamy_Aarthie,IND,F,1981,WGM,2074,1991,1922,
3510174,RomeroNunez_Wendy,CUB,F,1991,WFM,2074,,1985,
13704567,Rysbayeva_Aigerim,KAZ,F,1991,WFM,2074,,,wi
24104477,Tkacheva_Anna,RUS,F,1988,,2074,,,wi
4186508,Zhukova_Svetlana,RUS,F,1970,,2074,2035,2013,wi
14139626,Alyoshina_Evgenia,UKR,F,1990,,2073,2063,2171,wi
4158423,Boris_Tatiana,RUS,F,1959,,2073,,,wi
3800849,Calle_Miryam,PER,F,1982,WFM,2073,2049,2048,wi
3601188,CarrascoAulestia_Maria,ECU,F,1984,,2073,,,wi
12803308,Czech_Daiva,LTU,F,1976,,2073,,,wi
14117975,Finkelshtein_Evgenia,UKR,F,1989,WIM,2073,,,wi
4185668,Ivanova_Maria,RUS,F,1985,,2073,,,wi
1121952,Jakubowska_Anna,POL,F,1988,WIM,2073,2019,2051,
923303,Jovanovic_Nevenka,SRB,F,1966,,2073,,,wi
14508508,Knezevic_Zeljka,CRO,F,1967,,2073,,,wi
111325,Meza_Anahi,ARG,F,1985,WFM,2073,2038,1968,
4157095,Novikova_Galina,RUS,F,1983,WFM,2073,2039,2030,wi
1132474,Nowak_Malgorzata,POL,F,1990,,2073,,,wi
371726,Pribylova_Sofie,CZE,F,2002,WFM,2073,1914,1920,
54149061,Saklakova_Olga,RUS,F,1951,,2073,2057,,wi
2808102,Atnilov_Bela,ISR,F,1989,,2072,,,wi
1106228,Bartosik_Olimpia,POL,F,1976,WFM,2072,,,wi
4681401,Beltz_Franziska,GER,F,1986,WFM,2072,,,
12401188,Hoang_XuanThanhKhiet,VIE,F,1985,WIM,2072,,,wi
14129418,Illina_Natalia,RUS,F,2000,WFM,2072,2036,1993,
1195026,Kalinowska_Zuzanna,POL,F,2002,WFM,2072,1784,1798,
4152298,Mustafina_Svetlana,RUS,F,1982,WFM,2072,,1992,wi
4193440,Parkhomenko_Ekaterina,RUS,F,1989,WFM,2072,,,wi
1114425,Rutkowska_Mariola,POL,F,1980,,2072,,,wi
931411,Stojanovic_MarijaR,MNE,F,1983,WIM,2072,2102,2021,
5001013,Thipsay_BagyashreeSathe,IND,F,1961,WIM,2072,2035,2031,
502340,Tuominen_Tanja,FIN,F,1979,WIM,2072,2069,,
704610,Varga_Annamaria,HUN,F,1963,,2072,,,wi
700827,Bea_Boglarka,HUN,F,1995,WFM,2071,,,wi
14149893,Demchenko_Svitlana,CAN,F,2003,WIM,2071,1523,2086,
4147766,Grigorieva_Elena,RUS,F,1983,,2071,,,wi
2216817,GutierrezNunez_Elizabeth,ESP,F,1980,,2071,,,wi
4209192,Iordanidou_Zoi,GRE,F,1992,,2071,2069,,
13310780,Khachatryan_Anna,ARM,F,2002,WFM,2071,2052,2092,
7900970,Mezioud_Amina,ALG,F,1988,WGM,2071,1979,2009,
13310828,Mkrtchyan_Mariam,ARM,F,2004,WFM,2071,1959,1977,
1221183,Nastase_Andreea-Cristina,ROU,F,2001,WFM,2071,1843,1792,
13614576,Pipia_Ekaterine,GEO,F,2003,,2071,1734,1621,
14508699,Predovic_Danijela,CRO,F,1980,,2071,,,wi
7105835,Retno_Wijayanti,INA,F,1999,WFM,2071,2150,,wi
719250,Simon_Zsuzsanna,HUN,F,1984,,2071,,,wi
1135880,Spisak_Marta,POL,F,1982,,2071,,,wi
2605740,Xia_Angel,CAN,F,1986,,2071,,,wi
4134168,Zabiran_Mariya,RUS,F,1987,WFM,2071,,,wi
5100844,AcevedoGarcia_Hilda,MEX,F,1970,WCM,2070,,,wi
4109538,Aljautdinova_Margarita,RUS,F,1958,,2070,,,wi
13301713,Altunian_Satenik,ARM,F,1984,,2070,,,wi
1701690,Bener_Anna,SWE,F,1966,,2070,,,wi
1104721,Brustman-Gawarecka_Edyta,POL,F,1964,,2070,,,wi
2400790,Coull_Alison,SCO,F,1967,,2070,,,wi
4203780,Fanouraki_Niki,GRE,F,1981,,2070,,,wi
2004585,Frenkel_Vera,USA,F,1940,WFM,2070,,,wi
708496,Gajai_Csilla,HUN,F,1975,,2070,,,wi
910988,Gere_Valeria,SRB,F,1963,,2070,,,wi
2805214,Grimaldi_AngelaFlavia,ITA,F,2003,,2070,1864,1827,
4110447,Gutkina_E,RUS,F,,,2070,,,wi
12510572,Hakimifard_Raana,IRI,F,1996,WFM,2070,1998,2076,
13904108,Hincu_Olga,MDA,F,1997,WFM,2070,1936,,
4170997,Kovaleva_Olga,RUS,F,1970,WFM,2070,1763,1833,
302597,Kubikova_Hana,CZE,F,1962,WFM,2070,2032,1979,
24603660,Kuckling_Hannah,GER,F,1996,WFM,2070,,,
13503529,Maksimova_Elena,BLR,F,1988,WFM,2070,2097,2091,wi
22244735,MartinPerez_Laura,ESP,F,1997,WFM,2070,2016,2034,wi
3300099,Mimailova_Neli,BOL,F,,,2070,,,wi
14507935,Pahor_Andrea,CRO,F,1984,,2070,2005,,wi
4617096,Rieder_Anita,GER,F,1964,,2070,,,wi
3511162,RiveroReyes_Grethel,CUB,F,1989,,2070,,,wi
45095248,SahithiVarshiniM,IND,F,2007,WFM,2070,1392,1498,
4158601,Semenova_Sveta,RUS,F,1985,,2070,2021,2048,wi
4183312,Shelike_Ajana,RUS,F,1987,,2070,,,wi
4154355,Sudnikova_Svetlana,RUS,F,1975,,2070,,,wi
704601,Szaday_Laszlone,HUN,F,1943,,2070,,,wi
13514288,Tarasenka_Aliaksandra,BLR,F,2006,WFM,2070,1827,1796,
2300761,Threinsdottir_O,ISL,F,1945,,2070,,,wi
4700155,Vuji_Albana,ALB,F,1969,,2070,,,wi
2801434,Weiss_Miriam,ISR,F,1959,,2070,,,wi
5700302,Wong_SuYiAudrey,MAS,F,1969,WIM,2070,,,wi
4188403,Yakovich_Valentina,RUS,F,1964,WFM,2070,1984,,wi
1115405,Zielinska_Danuta,POL,F,1980,,2070,,,wi
4110242,Zikova_N,RUS,F,,,2070,,,wi
13300644,Zschischang_Marine,GER,F,1973,,2070,2040,2059,
14000717,Alimova_Maral,TKM,F,1987,,2069,,,wi
4138422,Artemyeva_Olga,RUS,F,1996,WFM,2069,2034,2022,wi
14501724,BazajBockai_Snjezana,CRO,F,1963,WFM,2069,,,wi
309389,Decka_Eliska,CZE,F,1982,,2069,2046,,wi
4172043,Derbentseva_Irina,RUS,F,1989,WFM,2069,,,wi
2019531,Eynula_Roza,KOR,F,1987,WFM,2069,2008,,
405027,Haslinger_MandyS,ENG,F,1980,WCM,2069,,,wi
724971,Horvath_Reka,AUT,F,1985,,2069,1948,1962,
4142420,Kychanova_Elena,RUS,F,1980,,2069,,,wi
14504910,Mihalincic_Irena,CRO,F,1977,,2069,,,wi
4168127,Nizhegorodtseva_Y.,RUS,F,1988,,2069,,,wi
14117169,Ostroverkhova_Elena,UKR,F,1990,,2069,2054,,wi
4158202,Ostrovskaya_Taisiya,RUS,F,1985,,2069,,,wi
1601610,Schnegg_Karin,AUT,F,1970,,2069,,2062,wi
727296,Stark_Agnes,HUN,F,1984,,2069,,,wi
13003038,WinWinThwe,MYA,F,1988,,2069,,,wi
2012839,Airapetian_SH,USA,F,,,2068,,,wi
14107813,Aslanian_LudmilaK.,UKR,F,1954,WIM,2068,2094,2040,wi
14000733,Begjanova_Mive,TKM,F,1979,,2068,,,wi
13600931,Choladze_Mariami,GEO,F,1997,WFM,2068,2022,1852,
5104297,GuerreroRodriguez_Alejandra,MEX,F,1974,WIM,2068,,2004,
13403010,Hasanova_Turkan,AZE,F,1992,WFM,2068,2017,2044,wi
4177479,Ivakhinova_Nadezhda,RUS,F,1987,WFM,2068,,,wi
4144406,Kriukova_Elena,RUS,F,1974,WFM,2068,2021,,wi
14124360,Kumanska_Olena,UKR,F,1994,WFM,2068,2051,2053,wi
1016555,Middelveld_Martine,NED,F,1989,,2068,,,
34115428,Mukhina_Jana,RUS,F,1999,WFM,2068,2028,2020,
14502623,Padavic_Branka,CRO,F,1969,,2068,2029,,wi
2801426,Podrazhanskaya_Olga,ISR,F,1948,WIM,2068,,,wi
1017934,Schut_Donna,NED,F,1992,WFM,2068,,,wi
14111357,Shapoval_Galina,UKR,F,1986,WIM,2068,2084,2130,wi
941310,Tanaskovic_Slavica,SRB,F,1961,,2068,,,wi
409596,Anguelov_Iva,ENG,F,1981,,2067,,,wi
911054,Bojovic_Galina,SRB,F,1970,,2067,2046,2006,wi
1104861,Jozwicka_Urszula,POL,F,1965,,2067,2070,1911,wi
24625434,Kachegortian_Karen,GER,F,1956,,2067,,,wi
933953,Kagramanov_Dina,CAN,F,1986,WIM,2067,,,wi
14110555,Kazak_Maryna,UKR,F,1985,,2067,,,wi
13402021,Khudaverdiyeva_Afag,AZE,F,1988,,2067,,,wi
4200942,Kondou_Eva,GRE,F,1965,WIM,2067,2164,,wi
4682157,Leveikina_Jevgenija,GER,F,1979,WFM,2067,2075,2054,
4154215,Loktioniva_Tatiana,RUS,F,1985,,2067,,,wi
13401408,Mammadova_Nubar,AZE,F,1982,,2067,,,wi
720240,Palotai_Piroska,HUN,F,1980,WFM,2067,,,wi
4163290,Postnikova_Anna,RUS,F,1984,,2067,2022,,wi
5204020,Rivera_Daisy,PHI,F,1977,,2067,,,wi
1305034,Schmid_Shahanah,SUI,F,1976,WFM,2067,,,
5016746,Sivakami_Ramanathan,IND,F,1980,,2067,,,wi
14904594,Sycova_Miroslava,SVK,F,1980,,2067,,,wi
24652105,Winterholler_Christina,GER,F,1996,,2067,2096,1931,
1009885,Wortel_Meike,NED,F,1982,,2067,,,wi
44131356,Bondareva_Daria,RUS,F,2005,WCM,2066,1850,1921,
2253321,EspinolaMartin_MariaJose,ESP,F,1984,,2066,,,wi
3509109,EspinosaGarcia_Sandra,CUB,F,1990,WIM,2066,,2064,wi
321613,Grussova_Helena,CZE,F,1993,,2066,2016,2092,
943991,Jovanovic_Katarina,SRB,F,1986,,2066,,,wi
4123875,Kutukova_Virineya,RUS,F,1971,WFM,2066,,,wi
942553,Miladinovic_Lena,SRB,F,1993,WIM,2066,2108,2030,
14700395,Nasriddinzoda_Marvorii,TJK,F,1993,,2066,2069,1905,wi
604631,Nicoara_Malina,FRA,F,1969,WIM,2066,2034,2047,wi
24119865,Nikulshina_Nadezhda,RUS,F,1968,,2066,,,wi
5011833,Priyadarshini_M.,IND,F,1987,,2066,,,wi
1058401,Roebers_Eline,NED,F,2006,,2066,,,
4145186,Shaimkhametova_Guzalia,RUS,F,1963,,2066,,,wi
1106678,Szczygiel_Agnieszka,POL,F,1974,WFM,2066,,,wi
13601806,Tsikarishvili_Nana,GEO,F,1984,,2066,2086,2117,
34146919,Yurasova_Daria,RUS,F,2003,,2066,1927,1982,
6700241,Zepeda_Sonia,ESA,F,1981,WIM,2066,,2053,wi
8601780,Zhong_Hua,CHN,F,1991,,2066,,,wi
4110480,Adamanova_L,RUS,F,,,2065,,,wi
14105667,Azarova_Tatiana,UKR,F,1977,,2065,,,wi
716731,Barat_Anna,HUN,F,1981,,2065,,,wi
14400464,Bosnic_Ljiljana,BIH,F,,,2065,,,wi
1213431,Burnoiu_Constantina-Nicoleta,ROU,F,1982,,2065,,,wi
4112903,Chernikova_Svetlana,RUS,F,1963,WFM,2065,1929,,
1117696,Chmielinska_Alicja,POL,F,1984,,2065,,,wi
302740,Chmielova_Hana,CZE,F,1965,,2065,,,wi
5019834,Dave_Dhyani,IND,F,1991,WIM,2065,,,wi
2004666,Dodson_Catherine,USA,F,1958,,2065,,,wi
4167112,Dvoryadkina_Marina,RUS,F,1985,,2065,,,wi
13500210,Eidelson_Rakhil,BLR,F,1958,WGM,2065,2062,2044,
5208912,Galas_Bernadette,PHI,F,1996,WIM,2065,2023,1981,
13303287,Grigoryan_Anush,ARM,F,1973,,2065,,,wi
13502336,Herasimovich_Volha,BLR,F,1985,WGM,2065,2058,1962,wi
302724,Jedlickova_Jitka,CZE,F,1967,,2065,,,wi
3202631,Johns-Putra_Geraldine,AUS,F,1973,WFM,2065,,,wi
4167678,Kachkina_Ekaterina,RUS,F,1986,,2065,,,wi
13712799,Kairbekova_Amina,KAZ,F,2006,WFM,2065,1869,1829,
13510657,Khrapko_Marharyta,BLR,F,1998,,2065,2045,1900,
13502948,Kirik_Irina,BLR,F,1985,,2065,,,wi
4186257,Kosarchuk_Elena,RUS,F,1975,WFM,2065,,,wi
1003364,Kouwenhoven_Marisca,NED,F,1976,WFM,2065,,,wi
11601701,Krumina_Linda,LAT,F,1984,WFM,2065,2018,1943,
102660,Malajovich_Sandra,ARG,F,1968,WIM,2065,,,wi
715298,Marton_Gabriella,HUN,F,1976,,2065,,,wi
13602810,Meskhi_Teona,GEO,F,1989,,2065,,,wi
4407105,Moreno_AnaMaria,COL,F,1993,,2065,,,wi
4402340,Orozco_LinaYomayra,COL,F,1992,WIM,2065,2070,1979,
3522075,PerezMarin_Olivia,CUB,F,2003,WCM,2065,,1852,
4163575,Pribylnova_Ekaterina,RUS,F,1986,,2065,,,wi
2224097,SanchezMartin_Vanessa,ESP,F,1982,,2065,,,wi
704636,Sotonyi_Zsusza,HUN,F,1971,,2065,,,wi
4184890,Stavskaya_Olga,RUS,F,1989,,2065,2090,,wi
920436,Stevic_Natasa,SRB,F,1969,,2065,,,wi
2004674,Street_KarenM,USA,F,,,2065,,,wi
1107348,Szewczak_Anna,POL,F,1975,,2065,2005,,wi
1104764,Szulnis_Malgorzata,POL,F,1964,,2065,,,wi
4124154,Tkacheva_Lyuba,RUS,F,1979,,2065,,,wi
715875,Toth_Adrienn,HUN,F,1975,,2065,,,wi
24121118,Trapeznikova_Darya,RUS,F,1993,WFM,2065,1955,1858,
13605518,Unapkoshvili_Nani,GEO,F,1995,,2065,,,wi
1900641,Valdes_Maritza,POR,F,1966,WFM,2065,,,wi
14600617,Vavpotic-Kosanski_Tatjana,SLO,F,1961,,2065,,,wi
911070,Veljic_Vesna,SRB,F,1962,,2065,,,wi
920428,Vicentic_Aleksandra,SRB,F,1976,,2065,,,wi
1107364,Wiliczkiewicz_Zdzislawa,POL,F,1976,,2065,,,wi
2016222,Woods_Dana,USA,F,1956,,2065,,,wi
2085259,Zeng_Sheena,USA,F,2004,WCM,2065,1650,1599,
1104772,Zontek_Katarzyna,POL,F,1963,,2065,,,wi
4651405,Auer_Conny,GER,F,1973,,2064,,,wi
4621700,Boenisch_Annika,GER,F,1975,,2064,,,wi
14000466,Brineva_ElenaS.,TKM,F,1982,WFM,2064,,,wi
3509095,DeLaTorreRodriguez_Elizabeth,CUB,F,1988,WFM,2064,,1965,
642347,Esposito_Marie-Christine,FRA,F,1985,WFM,2064,,,wi
2025892,Guber_Michael,USA,F,1987,,2064,,,wi
1110179,Kuchta_Danuta,POL,F,1975,,2064,,,wi
34166278,Loskutova_Viktoriya,RUS,F,2004,WFM,2064,2053,1955,
5004357,Meera_Sai,IND,F,1977,WIM,2064,2027,1944,wi
410560,Partington_AnnaG,ENG,F,1985,,2064,,,wi
5102871,PorrasRodriguez_Miriam,MEX,F,1976,WIM,2064,,,wi
13505297,Shilo_Evgenija,BLR,F,1990,,2064,,,wi
730343,Toth_Sarolta,HUN,F,1990,WFM,2064,,,wi
14114500,Yushko_Olga,UKR,F,1987,WFM,2064,2149,2115,wi
24192210,Zajtzeva_Viktoria,RUS,F,2000,WFM,2064,2007,1888,wi
1238019,Bucur_Denisa-Andreea,ROU,F,2002,,2063,1751,1659,
2501040,Collins_Danielle,IRL,F,1981,,2063,,,wi
1017217,DeJonge_Maartje,NED,F,1979,,2063,,,wi
34414495,Doroshenko_OlgaA.,RUS,F,1970,,2063,,,wi
4651219,Ehret_Rebecca,GER,F,1981,,2063,,,wi
699969,Fischer_Julie,FRA,F,1996,WFM,2063,1971,1985,
2902222,Ilieva_Hristina,BUL,F,1971,,2063,,,wi
24133167,Kim_Yana,RUS,F,1998,WFM,2063,2071,2112,wi
4205316,Makka_Ioulia,GRE,F,1983,WIM,2063,2097,2074,
5029236,Manasa_P.,IND,F,1987,,2063,,,wi
12404365,Nguyen_ThiThuHuyen,VIE,F,1987,,2063,2050,2027,
11601825,Orlovska_Madara,LAT,F,1986,,2063,2095,2063,
14116430,Romanova_Mariya,UKR,F,1989,,2063,,,wi
329533,Rozumberska_Jitka,CZE,F,1987,,2063,,,wi
13704575,Rysbayeva_Nazerke,KAZ,F,1990,WFM,2063,1954,2035,wi
4662113,Schenk_Stefanie,GER,F,1980,,2063,,,wi
305260,Sochorova_Petra,CZE,F,1978,WIM,2063,2173,2073,
13902695,Talmazan_Olga,MDA,F,1988,,2063,,,wi
718092,TibenszkyneKiss_Emese,HUN,F,1985,WFM,2063,,,wi
3505421,UlloaRodriguez_Yoriley,CUB,F,1984,WFM,2063,,,wi
2054906,Uyanga_Byambaa,MGL,F,1990,WFM,2063,,2035,
910210,Vujic-Katanic_Branka,SRB,F,1964,WFM,2063,,,wi
8604533,Yu_Moqi,CHN,F,1992,,2063,,,wi
2604523,Benggawan_Amanda,CAN,F,1986,WFM,2062,,,wi
4181042,Fominykh_Lyudmila,RUS,F,1958,,2062,,,wi
3404536,GarciaCardenas_Carolina,CHI,F,1985,,2062,,,wi
3200795,Guo_Emma,AUS,F,1995,WIM,2062,2078,2039,wi
7111983,Hanfin_ZahraChumairaAmelia,INA,F,1998,WFM,2062,2104,,
13702688,Klokova_Svetlana,KAZ,F,,,2062,,,wi
2035790,Matlin_Anna,USA,F,1995,WCM,2062,2073,,wi
4628691,Mueller-Ludwig_Kristin,GER,F,1977,WFM,2062,,,
7106335,Nurdin_TammiNasuha,INA,F,1996,WFM,2062,2120,,wi
24129488,Poletova_Marianna,RUS,F,1959,WFM,2062,2107,1872,
4148444,Roshina_Anastasia,RUS,F,1972,,2062,,,wi
12802425,Sakiniene_Gina,LTU,F,1985,,2062,,2020,wi
4401913,Salcedo_Jackeline,COL,F,1998,WFM,2062,1959,1984,
1104713,Scholl_Maria,POL,F,1951,,2062,,,wi
4124758,Sorokina_Tamara,RUS,F,1942,WIM,2062,1877,1891,
1118455,Szromba_Edyta,POL,F,1985,WFM,2062,,1661,wi
1121332,Tekielak_Izabela,POL,F,1986,,2062,,,wi
24129607,Yakovleva_Daria,RUS,F,1990,,2062,1931,,wi
1104586,Zboron_Hanna,POL,F,1956,,2062,,,wi
926990,Zelenaya-Azaric_Galina,SRB,F,1969,WFM,2062,,,
4177452,Avdeenko_Tatiana,RUS,F,1987,WFM,2061,2101,2050,wi
1711083,Bengtsson_Jessica,SWE,F,1995,WFM,2061,2013,,
12917940,Brandt_Carina,GER,F,1994,,2061,2016,,
4154533,Cherkasova_Marina,RUS,F,1983,WFM,2061,1981,,
4180976,Dotdaeva_Aminat,RUS,F,1986,WFM,2061,,,wi
4157443,Garaeva_Gulnara,RUS,F,1987,WFM,2061,,,wi
24605271,Henneberg_Inga,GER,F,1978,,2061,,,wi
4608666,Malachowski_Margrit,GER,F,1953,WFM,2061,2026,,wi
14920026,Milcova_Zuzana,SVK,F,1992,WFM,2061,1964,1979,
12401714,Nguyen_ThiDiemHuong,VIE,F,1990,WFM,2061,,,wi
2245400,OrdonezTorres_MariaDelCarmen,ESP,F,1996,,2061,1947,,
14001888,Ovezdurdiyeva_Jemal,TKM,F,1998,WFM,2061,1924,1946,
4628705,Rehn_Antje,GER,F,1967,,2061,,,wi
14100878,Schweitzer_Victoria,FRA,F,1959,WIM,2061,2187,,
14201674,Tashmuradova_Irina,UZB,F,1982,,2061,,,wi
13002872,TinLayShwe,MYA,F,1981,WFM,2061,2036,2023,wi
3601552,TravezZambrano_Carla,ECU,F,1986,,2061,,,wi
2011913,Tsodikova_Natalia,USA,F,1969,WFM,2061,,,
4655117,Umpfenbach_Carolin,GER,F,1983,,2061,,,
2021218,Vayserberg_Tatia,USA,F,1977,,2061,,,wi
14106302,Yuzefova_Helen,UKR,F,1986,,2061,,,wi
3517950,BanderaCastro_Yainoris,CUB,F,1974,WFM,2060,,2054,wi
103365,Cherati_Mariana,ARG,F,1973,,2060,,,wi
4199430,Chichmareva_Olga,RUS,F,1978,,2060,,,wi
812587,Costantini_Laura,ITA,F,1985,,2060,,,wi
704571,Csom_Katalin,HUN,F,1970,,2060,,,wi
1002147,DeWit_Patricia,NED,F,1967,,2060,,,wi
14110652,Demchenko_Marina,UKR,F,1985,,2060,,,wi
2004712,Dimitrijevic_Vesna,USA,F,1952,WIM,2060,,,wi
2263840,FidalgoFernandez_Lucia,ESP,F,1989,WFM,2060,2115,1992,
307416,Halkova_Eva,CZE,F,1974,,2060,,,wi
13402455,Huseynova_Sahar,AZE,F,1989,,2060,,,wi
4110498,Kantorovich_A,RUS,F,,,2060,,,wi
410861,Khoo_Teresa,ENG,F,1986,,2060,,,wi
704644,Kovacs-Mathe_Emoke,HUN,F,1956,,2060,,,wi
3501469,LeonCordero_Eumelia,CUB,F,1961,WFM,2060,,1997,wi
24102270,Lukina_Aleksandra,RUS,F,1996,WFM,2060,1945,1922,
105848,Maggiolo_Sonia,ARG,F,1976,,2060,,,wi
1104802,Majtyka_Bozena,POL,F,1966,,2060,,,wi
5113580,MendezTovar_YessicaYissel,MEX,F,1995,WIM,2060,2049,1870,
4137736,Mokhna_Natalia,RUS,F,1968,WFM,2060,1958,1999,wi
1402048,Mortensen_Beatrix,DEN,F,1962,,2060,,,wi
14108828,Nikolaeva_Maria,UKR,F,1985,WFM,2060,,,wi
918172,Novakovic_Nada,SRB,F,1948,,2060,,,wi
4177800,Prizant_Julia,RUS,F,1989,,2060,,,wi
4400550,Rendon_MartaL.,COL,F,1958,,2060,,,wi
14506319,Rezek-Jambrak_Anet,CRO,F,1980,WFM,2060,,,wi
4110676,Saburova_T,RUS,F,,,2060,,,wi
2802651,Shapira_Lilia,ISR,F,1977,,2060,,,wi
4128443,Shiganova_Inna,RUS,F,,,2060,,,wi
1104500,Strzalka_Joanna,POL,F,1968,,2060,,,wi
704652,Tompa_Erzsebetdr.,HUN,F,1944,,2060,,,wi
4900308,Tungalag_Suuri,MGL,F,1955,,2060,,,wi
